5700;1993269;10340;(as Julio-César Acera);14;1
5700;2040423;10341;null;9;1
5700;2094744;0;null;0;1
5700;2095873;0;(uncredited);0;1
5700;2419571;10344;null;18;1
5700;1208089;0;null;0;1
5701;1667044;0;null;24;1
5701;2157462;0;null;0;1
5720;2040824;1565;null;7;1
5722;1713355;10364;null;16;1
5722;2056145;10365;null;17;1
5725;1875367;10367;null;28;1
5762;1810283;10400;null;19;1
5803;1810104;0;null;15;1
5826;2269789;10540;null;34;1
5941;2053625;0;null;24;1
5941;2426107;10713;null;6;1
5992;1812074;2969;null;0;1
6003;2387806;1;(archive footage);0;1
6028;2204103;10792;null;16;1
6188;2384436;1235;null;2;1
6219;1892099;8843;(uncredited);0;1
6219;1993630;11268;null;25;1
6422;2268908;11661;(voice);23;1
6603;2273702;0;(as Roberto Acosta);0;1
6603;1208089;0;null;0;1
6629;1796796;12410;null;0;1
6637;1810104;0;null;17;1
6649;2045895;3112;null;0;1
6649;2048446;12474;null;0;1
6649;2126520;12475;null;0;1
6649;2140196;0;null;0;1
6649;809290;0;null;0;1
6691;1810824;5936;null;0;1
6737;2216937;12610;null;22;1
6738;1994333;12611;null;0;1
6739;1816153;12616;null;29;1
6739;2381866;0;null;28;1
6817;1845203;12815;null;15;1
6833;2460190;0;null;0;1
7262;1854402;7295;null;3;1
7707;2273807;14780;null;2;1
8799;1638170;1669;null;11;1
9039;1856676;0;null;0;1
9143;2000035;18228;null;11;1
9247;1739348;18656;null;17;1
9359;2269789;18906;null;21;1
9360;1743609;0;null;14;1
9771;2065184;19624;null;3;1
9771;2065184;19625;null;3;1
9771;2075136;19626;null;14;1
9783;1986315;19667;null;17;1
10012;1682939;1675;null;3;1
10012;1797752;20000;(as José Mª Adeva);22;1
10012;1811316;20001;null;0;1
10012;1994420;20002;null;0;1
10012;1999879;9770;null;2;1
10012;2003510;20003;null;20;1
10266;1749632;0;null;0;1
10266;1823621;10544;(as Martín Adjemian);10;1
10266;1993947;1650;null;0;1
10266;2184917;0;null;6;1
10266;2401441;0;(as Martin Adjemian);12;1
10489;1743431;3591;null;18;1
10694;1994182;0;(as Grupo Saudade);0;1
10698;1994182;0;(as Grupo Saudade);0;1
10699;1994182;0;(as Grupo Saudade);0;1
10700;1994182;0;(as Grupo Saudade);0;1
10701;1994182;0;(as Grupo Saudade);0;1
10863;1992620;10381;null;8;1
10863;932900;22022;null;2;1
11082;1987982;2653;null;29;1
11106;1991977;0;null;0;1
11106;2171908;0;(as Francesc Adria);10;1
11107;2391561;22451;null;0;1
11247;2032333;6734;(voice);14;1
11247;790360;6734;(voice);14;1
11280;1997068;0;null;0;1
11495;2087852;19817;null;33;1
11760;1986885;23388;null;45;1
11979;1815628;23643;null;0;1
12242;1584954;0;null;0;1
12249;2138593;515;null;0;1
12479;1607111;0;null;0;1
12491;1596024;368;(as Ramón Aguirre);16;1
12491;1608156;0;null;6;1
12491;1622034;10381;null;11;1
12491;1637922;0;null;0;1
12491;1642263;0;null;0;1
12491;1748813;0;null;0;1
12491;1811883;24343;(as Ramon Aguirre);34;1
12491;1911097;8946;null;8;1
12491;1935370;0;null;0;1
12491;1991101;0;null;5;1
12491;1991783;1675;null;6;1
12491;2029043;0;null;0;1
12491;2062588;1562;null;0;1
12491;2140196;0;null;0;1
12491;2147519;0;null;0;1
12491;2158696;0;null;0;1
12491;2208241;0;null;0;1
12491;2265155;24349;null;7;1
12491;2273563;24350;(as Ramón Aguirre);30;1
12491;2460457;0;null;0;1
12491;404007;0;null;0;1
12613;1699548;24478;null;24;1
12798;1828296;0;(as William Agosti);22;1
12804;1814921;24837;null;8;1
12804;2149972;24856;null;17;1
12826;1608996;0;null;5;1
12826;2078365;0;null;3;1
12826;2106315;0;null;3;1
12826;530879;50;null;0;1
12906;1827633;0;null;9;1
12930;2277999;25027;(Violin);40;1
12997;2172156;0;null;12;1
13000;1656673;0;(as J. Luis Aguado);10;1
13001;1915461;0;null;14;1
13004;1796814;0;null;16;1
13004;2049522;10426;null;14;1
13005;1992507;25092;null;19;1
13011;1935123;1;null;0;1
13018;2387806;1;(archive footage);0;1
13019;2389908;0;null;0;1
13033;1739348;25138;null;25;1
13086;1659843;0;null;20;1
13086;1826744;25185;null;0;1
13086;2201797;0;null;16;1
13130;1825546;0;null;0;1
13130;2138593;0;null;0;1
13130;2465585;0;(uncredited);0;1
13130;918826;10321;(1993);0;1
13149;1705756;0;null;0;1
13233;2172605;1;null;0;1
13281;2420993;0;(uncredited);0;1
13342;1894427;0;null;0;1
13347;1811944;0;null;0;1
13375;1812074;25611;null;0;1
13392;1651039;0;null;0;1
13420;2407414;0;null;16;1
13448;1622471;25235;null;16;1
13449;2184917;0;null;17;1
13464;2195405;25725;null;1;1
13468;840083;50;(1993);0;1
13489;1752262;1573;null;13;1
13516;1739348;25759;null;33;1
13540;991633;50;null;0;1
13569;1989261;25805;null;0;1
13586;925672;25815;null;1;1
13625;1814322;0;null;3;1
13625;1831355;0;null;0;1
13625;1839118;0;null;10;1
13625;2233185;3985;null;0;1
13625;196410;0;null;0;1
13651;1031554;177;null;0;1
13665;2061644;0;null;0;1
13671;1626547;25897;null;29;1
13671;2082775;25904;(as Gorka Aginagalde);18;1
13671;2265155;13383;null;22;1
13688;1984885;0;null;21;1
13699;2065184;0;null;0;1
13708;1653071;0;null;0;1
13708;1940733;25943;null;0;1
13708;1988027;0;(as Armand Aguirre);123;1
13708;227654;0;null;0;1
13759;1810246;1589;null;24;1
13775;1810472;10426;null;31;1
13799;1635271;0;null;0;1
13799;1749624;0;(segment "El amor es algo maravilloso");29;1
13799;1810959;26053;null;12;1
13799;1815657;0;null;0;1
13799;1988619;0;null;23;1
13799;1988843;0;null;1;1
13799;1999204;0;null;21;1
13799;2048445;0;null;20;1
13799;2095873;0;null;21;1
13799;2144984;0;null;10;1
13799;2455740;0;null;0;1
13814;2220630;0;null;0;1
13875;2045895;13323;null;0;1
13879;1989633;0;null;14;1
13881;1814154;26132;null;13;1
13883;2396783;25235;null;18;1
13897;1845901;0;(segment "Martinete");6;1
13898;1987267;0;null;0;1
13939;1830547;26166;(as Dr. Santiago Agurto);0;1
13992;1714067;0;null;0;1
13993;1875412;0;(as Antoni Agusti);10;1
13993;2467991;0;null;16;1
13994;1713355;26270;null;11;1
13994;1763367;0;null;6;1
13994;1811004;0;null;0;1
13994;1825241;0;null;7;1
13994;2390070;0;null;0;1
13996;1814313;247;null;0;1
13996;1886710;0;null;0;1
13996;1923407;26279;null;0;1
13996;1996264;26280;null;0;1
13996;2146241;26281;(as Miguel Agusti);12;1
13998;2091910;486;null;1;1
13999;2075457;1;null;0;1
14455;1819873;27057;null;11;1
15434;1812074;28610;null;0;1
15501;1872873;22342;null;4;1
15614;2400217;8753;null;4;1
15661;1634023;29180;null;2;1
15661;1646782;29181;null;7;1
15661;1755591;29183;null;6;1
15661;1792750;29184;(as Ignacio Aierra);7;1
15661;1801623;1674;null;2;1
15661;1812168;0;null;0;1
15661;1990866;0;(as Iñaki Ayerra);27;1
15661;1992366;3216;null;0;1
15661;2033235;0;null;3;1
15661;2038277;0;null;8;1
15661;2040423;25882;null;4;1
15661;2116489;0;null;0;1
15661;2144289;0;null;0;1
15661;1075733;0;(as Ignacio Aierra);13;1
15664;2202915;0;(segment "Domenica");12;1
15855;1990808;29528;null;19;1
15856;1990808;24908;null;24;1
15928;2387806;1;(archive footage);0;1
16045;2158801;0;null;0;1
16069;2113354;0;null;2;1
16176;2235339;30295;null;4;1
16191;2265238;0;null;1;1
16644;2104391;0;null;33;1
16717;2457961;31087;null;19;1
17197;1797002;31649;null;8;1
17289;1986339;0;null;0;1
17760;1664435;0;null;9;1
17920;2282191;0;(uncredited);0;1
17997;1941512;0;(as B. Akramov);28;1
19221;1811326;33889;null;17;1
19221;1813811;1280;null;20;1
19244;2002156;33918;(as Andres Aladren);7;1
19248;2048444;1562;null;14;1
19249;2187968;33920;null;10;1
19479;1991219;34224;null;0;1
19523;378606;34291;null;22;1
19595;1911011;1376;(voice);0;1
19825;2418880;3639;null;15;1
19832;2460505;10445;null;28;1
19837;1941512;0;null;36;1
19854;1988013;34844;null;0;1
19855;2032699;0;(uncredited);0;1
19855;2071845;0;(voice) (as Josep María Alarcón);0;1
19865;1810289;0;null;9;1
19865;2405396;1674;null;9;1
19869;2188000;0;null;3;1
19909;2032750;0;(uncredited);0;1
20130;1795030;0;null;0;1
20130;1810861;0;null;14;1
20130;1826809;35611;null;20;1
20130;1988427;0;null;0;1
20130;1989677;0;null;0;1
20130;2022146;0;null;0;1
20130;2155758;7292;null;1;1
20130;2279612;0;null;0;1
20130;2430324;0;null;0;1
20130;2465527;9262;null;0;1
20130;756604;5490;null;0;1
20139;2050763;35628;null;9;1
20140;1724618;35629;null;22;1
20140;1986082;1629;null;8;1
20171;1810173;10445;null;19;1
20180;2003232;10426;null;28;1
20202;1739348;35695;null;15;1
20208;1884873;580;null;0;1
20208;1998630;35701;null;0;1
20208;2054278;35702;null;0;1
20208;2105346;5845;null;0;1
20219;2089608;35710;null;33;1
20230;1996050;13382;null;22;1
20240;1638170;10396;(as Raphael Albaicin);25;1
20240;1749171;0;null;27;1
20240;1796814;0;null;35;1
20240;1810221;35818;null;16;1
20240;1812923;35819;null;55;1
20240;1813403;0;null;16;1
20240;1826316;0;null;27;1
20240;1835723;1778;null;4;1
20240;1858631;0;null;0;1
20240;1881843;0;null;0;1
20240;1924823;35821;(as Raphael Albaicin);16;1
20240;1986022;0;(as Rafael Albaicin);12;1
20240;1994000;0;null;14;1
20240;2105727;0;null;49;1
20240;2260356;0;null;0;1
20253;2460505;0;null;0;1
20256;1999419;0;null;60;1
20263;2003178;0;null;36;1
20267;1688521;0;null;0;1
20267;1724618;35872;null;1;1
20267;1739055;25860;null;4;1
20267;1813306;10468;null;19;1
20267;1816364;25725;null;5;1
20267;1822884;35874;null;6;1
20267;1937096;0;null;1;1
20267;1994081;35876;null;0;1
20267;2039187;9262;null;2;1
20267;2078130;35879;null;4;1
20267;2089608;1553;null;7;1
20267;2106025;347;null;2;1
20267;2175478;34150;null;1;1
20267;2180858;1713;null;0;1
20267;2192915;3591;null;0;1
20267;2218140;5866;null;6;1
20267;2265155;7294;null;5;1
20267;2265233;25882;null;2;1
20267;2406135;13332;null;1;1
20369;1503683;177;null;0;1
20428;2093846;0;null;9;1
20445;1988027;0;(as Josep Ricard Albarran);106;1
20452;2137472;0;null;0;1
20528;1810911;0;null;0;1
20573;1668389;0;null;0;1
20599;1999419;0;null;23;1
20601;1668368;0;null;18;1
20602;1996576;0;null;14;1
20602;2384487;899;null;50;1
20602;2391561;36487;null;0;1
20604;2022140;10426;null;28;1
20606;2033322;36490;null;17;1
20682;1637871;22450;(uncredited);0;1
20723;1845203;36916;null;2;1
20775;2096778;0;null;2;1
20862;1903650;37159;null;53;1
20871;2164705;0;null;0;1
20901;1991616;37355;null;13;1
20913;1707600;1;null;2;1
20913;1776693;1;null;0;1
20913;2043943;1;(uncredited);0;1
20913;282464;177;null;0;1
20917;1784369;0;null;19;1
20917;1812160;0;null;12;1
20917;1997755;0;null;12;1
20917;2051564;0;null;0;1
20955;2465586;37551;null;11;1
21015;1815667;37604;null;19;1
21041;2467535;37645;null;2;1
21208;1629020;0;null;13;1
21208;1653162;0;null;4;1
21208;1716105;0;null;21;1
21208;1810102;0;null;15;1
21208;1810959;38187;null;27;1
21208;1811814;0;null;32;1
21208;1813389;38188;null;34;1
21208;1816243;0;null;0;1
21208;1993429;0;null;28;1
21208;2033599;0;null;17;1
21208;2048628;0;null;11;1
21208;196440;0;null;0;1
21263;1923367;38273;null;2;1
21265;239894;0;(voice);0;1
21266;1881270;30058;null;23;1
21266;1906568;0;null;0;1
21266;1983081;0;null;0;1
21266;1984226;0;null;0;1
21266;1984885;7558;null;9;1
21266;1996357;38295;null;10;1
21266;2133282;0;null;5;1
21266;2269789;38299;null;12;1
21266;728693;0;null;0;1
21279;322406;1;null;0;1
21280;1875275;24341;null;0;1
21281;1599026;0;null;0;1
21281;1634023;38350;null;17;1
21281;1810176;0;null;13;1
21281;1813568;0;null;0;1
21281;1822974;38351;null;0;1
21281;1825872;0;null;0;1
21281;1875275;0;null;0;1
21281;2038268;0;null;0;1
21281;2158801;0;null;0;1
21281;2414037;0;null;0;1
21287;1656033;0;null;0;1
21287;2203343;38373;null;7;1
21287;2218133;0;null;7;1
21295;2387806;1;(archive footage);0;1
21317;495031;177;(1985);0;1
21318;1749626;0;null;0;1
21318;1816193;0;null;8;1
21319;2392984;12829;null;23;1
21326;2465724;1;null;0;1
21333;1811588;0;null;47;1
21343;2055887;0;null;0;1
21589;2390190;38953;null;16;1
21670;1656320;3676;null;17;1
21670;1715186;0;null;0;1
21670;1716105;5615;null;5;1
21670;1746919;0;null;23;1
21670;1769036;39160;null;8;1
21670;1814488;0;null;0;1
21670;1826190;0;null;39;1
21670;1958657;39161;null;29;1
21670;2022146;39162;null;48;1
21670;2055919;39163;(as Jesus Alcaide);20;1
21670;2056804;39164;null;32;1
21670;2233175;0;null;0;1
21670;125308;39168;(1979-1980);2;1
21670;731292;0;null;0;1
21670;1075733;0;null;0;1
21670;1509796;0;null;0;1
21708;1811256;39202;null;17;1
21708;2000035;39203;null;19;1
21708;2384487;10368;null;46;1
21709;1797002;34822;null;13;1
21734;424871;1;null;0;1
21812;2460190;0;null;0;1
21816;2407058;0;(as Eduardo Arcaraz);0;1
21820;2207750;39415;null;36;1
21831;1826744;34885;null;0;1
21859;2065122;0;null;0;1
21890;1993269;39499;null;22;1
21934;1843542;1713;null;3;1
21934;1908130;25053;null;0;1
21949;2091722;7569;(as Juan Antonio Alcoba 'Macareno');43;1
21953;2187688;39578;null;46;1
21954;1762647;0;null;0;1
21954;2032961;39590;null;0;1
21975;1646640;39599;null;9;1
21975;2149972;39638;null;20;1
22036;1814154;10338;(as Javier Alkorta);11;1
22036;1987156;0;null;0;1
22088;1763958;25235;(as Carmelo Alcantara);11;1
22088;1851898;9096;null;10;1
22088;2104400;39826;null;0;1
22088;196455;0;null;0;1
22090;1998630;3600;null;0;1
22090;2054278;39828;null;0;1
22096;2273864;0;null;0;1
22099;2093145;0;null;0;1
22109;1659547;39855;null;0;1
22109;1667109;22064;null;7;1
22109;1965123;6496;null;3;1
22110;1988027;0;null;95;1
22111;1993001;0;null;18;1
22113;1656070;9991;null;8;1
22116;818384;7292;null;14;1
22118;1619748;0;null;0;1
22119;1622283;39913;null;24;1
22119;1715628;39914;null;29;1
22119;1811938;39737;null;18;1
22119;1814290;39915;null;19;1
22119;2233099;0;null;11;1
22123;1741431;0;null;0;1
22123;1749101;39917;null;0;1
22123;1810410;0;(as Vic Winner);0;1
22125;1621424;39925;null;3;1
22125;1637871;768;null;18;1
22125;1693027;0;(as Angel Alcazar);18;1
22125;1727270;39927;(as Angel Alcázar);2;1
22125;1742564;1591;null;21;1
22125;1813122;578;null;2;1
22125;1860027;1591;null;0;1
22125;1994821;39932;null;3;1
22125;1999411;1671;null;0;1
22125;2000343;39933;null;7;1
22125;2091722;1674;(as Angel Alcazar);4;1
22125;2105773;5055;null;8;1
22125;2133719;39936;null;9;1
22125;2268549;1399;null;5;1
22125;2274934;10956;null;5;1
22125;2395739;39938;null;14;1
22125;2405764;770;null;1;1
22125;2460457;39940;null;3;1
22125;2467991;10373;null;2;1
22125;785957;0;null;0;1
22133;2244635;39960;null;7;1
22134;1715886;39967;null;2;1
22134;2467988;39984;(voice);9;1
22178;1756998;40244;null;0;1
22179;2000215;40245;null;19;1
22214;1602094;40296;null;22;1
22214;1813499;0;null;0;1
22214;2415423;40297;null;17;1
22237;1625735;40306;(voice);14;1
22241;2077467;0;(as Josep Mª Aldavert);15;1
22246;2406998;40314;null;25;1
22265;2222144;0;null;18;1
22267;1739055;40345;null;9;1
22383;2005479;0;null;0;1
22807;1627794;0;null;0;1
22834;1796796;34831;null;0;1
22843;1987114;41997;null;23;1
22846;1869439;13873;null;12;1
22847;4644;1;null;0;1
22848;1626547;0;null;40;1
22848;1815379;0;(uncredited);0;1
22848;1998969;0;(uncredited);0;1
22848;2146710;0;null;0;1
22848;2391561;0;null;0;1
22848;2465739;21182;null;0;1
22849;2154901;0;null;0;1
22853;1779676;42002;null;18;1
22854;2274694;10595;null;0;1
22854;2391561;42018;null;0;1
22883;521429;42040;(2009);0;1
22886;1801302;0;null;0;1
22886;1810861;0;null;9;1
22886;2411194;0;null;5;1
22886;2465518;13307;null;6;1
22888;2105838;13885;null;16;1
22961;2405822;5851;null;4;1
22968;2177049;1;null;4;1
23043;1941512;0;(as A. Aleksandrov);33;1
23098;1986339;0;null;0;1
23171;1031403;13625;null;34;1
23222;2075136;42540;null;0;1
23237;2075136;42540;null;0;1
23256;2145268;42577;(live action performer);3;1
23289;1816427;42593;null;0;1
23289;2095873;0;(uncredited);0;1
23296;1936308;0;null;0;1
23310;1814678;0;null;17;1
23336;1810615;42664;(as José Estéban Jr.);14;1
23336;2033826;0;(as José Esteban hijo);4;1
23427;1626356;0;(uncredited);0;1
23439;1813245;635;null;0;1
23439;1822109;42965;null;6;1
23517;1810144;43177;null;44;1
24485;1647723;45079;(voice: English version) (uncredited);0;1
24485;1924890;45087;(voice: English version) (uncredited);0;1
24485;1933864;45092;(voice: English version) (uncredited);0;1
24485;1992222;45094;(voice) (uncredited);0;1
24485;2067585;5844;(voice: English version) (uncredited);0;1
24485;2251297;1127;(voice: English version) (uncredited);0;1
24889;2418880;0;null;14;1
24897;1656695;5936;null;3;1
24897;1732084;0;null;10;1
24897;1813469;10338;null;0;1
24897;1970048;0;(as Jose L. Alexandre);11;1
24897;1988442;7295;null;7;1
24897;1994056;10338;(as Jose Luis Alexandre);13;1
24897;1997420;46087;null;15;1
24897;2029154;46088;null;11;1
24897;2029784;0;null;0;1
24897;2032629;0;null;13;1
24897;2187958;46089;null;11;1
24897;2216932;42541;null;0;1
24897;2285520;0;null;7;1
24897;2465527;0;null;0;1
24904;1590598;36270;null;18;1
24904;1622051;46101;null;0;1
24904;1622149;0;null;0;1
24904;1635101;46102;null;9;1
24904;1635755;24904;null;0;1
24904;1652970;0;null;15;1
24904;1655450;46105;(Saint Joseph);0;1
24904;1714202;46110;null;7;1
24904;1714600;46111;null;8;1
24904;1723941;0;null;11;1
24904;1793707;46116;(as Manolo Alexandre);6;1
24904;1801345;46117;null;5;1
24904;1810214;46118;null;7;1
24904;1810348;3400;null;8;1
24904;1810427;12804;null;4;1
24904;1810558;46119;null;6;1
24904;1810615;46120;null;19;1
24904;1810726;25955;null;4;1
24904;1810959;8035;(as Manolo Alexandre);4;1
24904;1813574;0;null;17;1
24904;1814773;5866;null;39;1
24904;1815455;46128;null;11;1
24904;1816364;46129;null;1;1
24904;1831582;46132;null;6;1
24904;1858324;39397;null;7;1
24904;1858631;46134;null;9;1
24904;1864208;0;null;0;1
24904;1891021;46136;null;15;1
24904;1986641;46143;null;18;1
24904;1989488;7294;null;8;1
24904;1990837;46146;null;0;1
24904;1991499;46147;null;7;1
24904;1991911;7902;null;35;1
24904;1993113;0;null;0;1
24904;1993269;46148;null;3;1
24904;1997420;25942;null;6;1
24904;1999009;24904;null;16;1
24904;1999721;0;null;0;1
24904;2000035;5047;null;9;1
24904;2003556;25942;null;8;1
24904;2003873;0;null;3;1
24904;2029784;0;null;0;1
24904;2032811;46156;null;0;1
24904;2033476;46159;null;4;1
24904;2043917;46160;null;0;1
24904;2065160;46161;(uncredited);0;1
24904;2091710;46162;null;18;1
24904;2138463;25942;null;4;1
24904;2138588;5621;null;5;1
24904;2139981;46163;null;14;1
24904;2146902;25882;null;14;1
24904;2169015;0;null;5;1
24904;2172941;46166;null;6;1
24904;2174969;0;null;0;1
24904;2233084;46168;null;0;1
24904;2235358;10373;null;5;1
24904;2384134;39879;null;4;1
24904;2384487;46171;null;4;1
24904;2401441;46173;null;6;1
24904;2405793;0;null;0;1
24904;2406998;46175;null;9;1
24904;2427001;1913;null;9;1
24904;2465356;0;null;6;1
24904;157395;46178;null;0;1
24904;212916;0;null;0;1
24904;431797;0;null;0;1
24904;785957;0;null;0;1
24904;1110800;46192;null;0;1
24904;1145332;46194;null;4;1
25116;2051326;46442;null;15;1
25128;1812096;0;null;0;1
25128;2050638;46457;null;1;1
25203;2184917;0;(as Mario Alex);11;1
25298;2111370;46686;null;9;1
25312;716645;1;(1997-2000);0;1
25321;1769036;46717;null;22;1
25423;2404811;46851;null;8;1
25427;1716149;35875;null;25;1
25427;2245385;0;null;10;1
25432;2460190;0;null;0;1
25442;1710808;19830;null;0;1
25448;1825145;3639;null;0;1
25454;2172154;0;null;0;1
25460;1825145;3639;null;0;1
25510;2404593;46949;(as José Luis Alfonso);1;1
25675;1652969;0;(as Miguel Alferez);26;1
25770;1649213;0;null;0;1
25770;1669508;47268;null;7;1
25770;1702794;0;null;0;1
25770;1714076;47269;null;0;1
25770;1749624;0;(voice);34;1
25770;1779648;47270;null;3;1
25770;1809997;47272;null;11;1
25770;1810699;47273;null;0;1
25770;1811536;46114;null;0;1
25770;1811844;47275;null;8;1
25770;1812840;42541;null;0;1
25770;1814773;34831;null;12;1
25770;1815851;10311;(as Paco Algora);10;1
25770;1820709;0;null;0;1
25770;1835601;5047;null;3;1
25770;1864208;0;null;0;1
25770;1963564;47280;null;0;1
25770;1984234;0;null;16;1
25770;1988158;47274;null;17;1
25770;1988843;0;null;3;1
25770;1991498;47282;(as Paco Algora);0;1
25770;1991911;7292;null;2;1
25770;1993697;23990;null;1;1
25770;1994022;47283;null;4;1
25770;1994865;47284;(uncredited);0;1
25770;1999872;47286;null;2;1
25770;2003378;47287;null;2;1
25770;2003776;47288;null;3;1
25770;2032893;46851;null;2;1
25770;2051341;0;null;0;1
25770;2056804;47291;(as Paco Algora);4;1
25770;2058639;2023;(as Paco Algora);3;1
25770;2064973;0;null;5;1
25770;2104391;47292;(as Paco Algora);50;1
25770;2108651;0;null;0;1
25770;2108704;0;null;0;1
25770;2142880;0;null;0;1
25770;2144947;47294;null;3;1
25770;2201796;47296;null;0;1
25770;2216932;47298;null;0;1
25770;2244680;0;null;0;1
25770;2379653;22474;null;7;1
25770;2379678;0;null;1;1
25770;2384520;10613;(as Paco Algora);6;1
25770;2390657;47301;null;4;1
25770;2405182;47303;null;2;1
25770;2406782;47304;(as Paco Algora);3;1
25770;2414446;0;null;1;1
25770;2455766;47306;null;3;1
25770;2467306;0;null;19;1
25770;196182;0;null;0;1
25770;212916;0;null;0;1
25771;1810104;0;null;22;1
25771;1825080;39870;(as German Algora);12;1
25771;1998840;0;null;17;1
25771;2465542;0;null;14;1
25834;2249658;47442;null;20;1
26379;1831660;47970;null;21;1
26388;1812074;3967;null;0;1
26395;2095873;0;(uncredited);0;1
26418;1656320;48104;null;7;1
26418;1811883;48105;(as Jose Alias);42;1
26418;1847407;48107;null;17;1
26418;1958657;1675;null;5;1
26418;2035239;48110;null;6;1
26418;2056804;48112;null;37;1
26418;2082775;48113;null;33;1
26418;2203343;48115;null;9;1
26418;2236529;0;null;16;1
26418;2404550;1612;null;2;1
26418;2467979;0;null;0;1
26562;2225368;1063;null;7;1
26705;2017563;6393;(uncredited);0;1
26724;1743732;0;null;11;1
26768;1997750;48615;null;0;1
26768;2003169;0;null;14;1
26768;2248030;0;null;4;1
26768;2406538;0;null;34;1
26770;1716105;0;null;25;1
26770;1997420;13307;null;28;1
26812;2129660;48670;null;14;1
26980;1634023;48837;(as Angel Alcain);26;1
26980;1749683;48839;null;14;1
27086;1608156;0;null;44;1
27173;1626356;49027;null;21;1
27173;1626356;25235;null;21;1
27544;2268908;18911;null;6;1
28108;2002156;50700;null;50;1
28530;1856676;0;null;0;1
28536;197854;51435;null;0;1
28998;1811588;0;null;48;1
29420;728845;1;(1994);0;1
29462;2269737;53176;null;15;1
29468;2065193;53188;null;8;1
29471;1801302;53192;null;1;1
29471;1801302;53193;null;1;1
29471;1801302;53194;null;1;1
29471;1812844;12715;null;5;1
29471;1813441;53192;null;1;1
29471;1813441;53193;null;1;1
29471;1813441;53194;null;1;1
29471;1988427;7298;null;3;1
29471;2465835;0;null;0;1
29516;1813713;53242;(José Ramón);19;1
29520;2424344;0;null;9;1
29536;2285520;0;null;10;1
29780;2098678;47228;null;15;1
30256;1770370;54565;(uncredited);0;1
30256;1989963;54568;(uncredited);0;1
30256;1989963;54569;(uncredited);0;1
30335;1819774;40314;null;39;1
30344;2146285;54755;(uncredited);0;1
30344;2390052;578;null;10;1
